date,o,h,l,c,v,PE_Ratio,PB_Ratio,Turnover,60MA,30D_MA_slope,MA_bias,30D_CP_slope,MA_slope,bias,CP_slope,foreign_NetBuy_Sell,investment_NetBuy_Sell,dealer_NetBuy_Sell,foreign_holding,investment_holding,dealer_holding,Institutional_investors_holding,foreign_holding_ratio,investment_holding_ratio,dealer_holding_ratio,Institutional_investors_holding_ratio,macro_index,K9,MACD_Col,KD_HL,KD_Turn,KD_10_Slope,KD_30_Slope,KD_50_Slope,MACD_HL,MACD_Turn,MACD_Directions,MACD_Direction_Avg,MACD_Trends,MACD_Trend_Avg,RBK,Up,Down,Conti,Count,K_Pattern,Bullish_Hammer,Bullish_BeltHold,cross,inverted_Hammer,TYPE,TYPE2,TYPE2,forwardReturn_10D,forwardReturn_20D,forwardReturn_30D
20080515,9093.21,9158.95,9087.95,9157.18,6062093,13.6,2.04,0.72,8641.5,17.83,0.058,7.83,Z+1.5D,Z+1D,Z+0D,394489,42212,36428,145953645,8320335,2567484,156841464,32.02,1.85,0.41,34.28,103.4,72.67,-5.662,0,0,0.9812,0.5033,-0.1971,-1,0,14,0,0,0,0.007,0.0072,0.0076,1,None,red_lower_shadows>upper_shadows,0,1,0,0,up,up,0,-0.051572646,-0.119564102,-0.146920777
20080516,9211.21,9241.52,9171.39,9197.41,6319029,13.7,2.05,0.77,8661.05,18.33,0.0601,7.6,Z+1.5D,Z+1D,Z+0D,364010,559,32054,146335734,8321540,2600346,157257620,32.13,1.86,0.42,34.41,103.4,78.76,7.418,0,0,1.3228,0.7121,-0.159,1,0,1,-27.44,1,0,-0.0015,0.0033,0.0028,1,None,black_upper_shadows>_lower_shadows,0,0,0,0,up,up,0,-0.062879659,-0.118709506,-0.17925155
20080519,9249.57,9295.2,9207.27,9295.2,5708532,13.8,2.07,0.63,8684.39,18.77,0.068,7.68,Z+1.5D,Z+1D,Z+0D,169986,-8430,8327,146635146,8313110,2609495,157557751,32.12,1.86,0.42,34.4,103.4,85.84,19.098,1,0,1.3457,0.5958,-0.0087,1,0,2,0,2,0,0.0049,0.0049,0.0095,1,None,red_lower_shadows>upper_shadows,1,0,0,0,up,up_end,up_end,-0.061400508,-0.12107647,-0.190599449
20080520,9309.95,9309.95,9057.31,9068.89,6535820,13.5,2.02,0.77,8700.78,19.13,0.0414,6.91,Z+1.5D,Z+0.5D,Z+0D,-89559,-14378,-41330,146570685,8299041,2568844,157438570,32.09,1.85,0.41,34.35,103.4,76.1,15.318,0,-1,0.8977,0.3905,0.1178,1,-1,3,0,0,13.26,-0.0262,0,0.0013,1,None,black_without_upper_shadows,0,0,0,0,down,down_start,down_start,-0.053971324,-0.095612583,-0.183143692
20080521,9036.57,9079.91,8973.15,9015.57,5389509,13.4,2.01,0.6,8715.89,19.39,0.0338,5.25,Z+1.5D,Z+0.5D,Z+0D,-205464,0,-28205,146406125,8299041,2541609,157246775,31.95,1.85,0.41,34.21,103.4,66.41,4.674,0,0,0.7923,0.1239,0.0954,1,0,4,0,0,0,-0.0023,0.0048,0.0047,2,None,black_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,-0.043011146,-0.088512429,-0.184315578
20080522,8898.94,9008.03,8878.06,9008.03,5879895,13.3,2.01,0.62,8727.92,19.54,0.0316,3.35,Z+1.5D,Z+0.5D,Z+0D,-318157,-7098,-19314,146088837,8292042,2523970,156904849,31.9,1.84,0.4,34.14,103.4,59.5,-5.914,0,0,1.0362,-0.1969,0.0081,-1,0,1,11.63,1,0,0.0122,0.0122,0.0145,1,2B,red_lower_shadows>upper_shadows,1,0,0,0,down,down,0,-0.029925522,-0.106603775,-0.1791657
20080523,9007.21,9050.78,8834.73,8834.73,5771314,13.1,1.97,0.66,8736.7,19.61,0.0112,1.3,Z+1.5D,Z+0D,Z+0D,-45446,14518,-54131,146002692,8307451,2472071,156782214,31.89,1.82,0.39,34.1,103.4,39.67,-18.533,0,0,0.595,-0.6997,-0.0922,-1,0,2,0,2,0,-0.0193,0.0048,0,1,None,black_without_lower_shadows,0,0,0,0,down,down,0,-0.010116891,-0.105525579,-0.181818799
20080526,8808.74,8811.07,8706.78,8707.83,4536913,12.9,1.94,0.53,8740.8,19.57,-0.0038,-1.02,Z+1.5D,Z-0D,Z-0D,-24834,6350,-69807,146028661,8313850,2406648,156749159,32.01,1.81,0.37,34.19,103.4,26.5,-36.097,0,0,-0.5333,-1.1502,-0.1738,-1,0,3,0,3,0,-0.0115,0.0003,0.0001,2,None,black_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,-0.013765772,-0.095470398,-0.156952995
20080527,8779.34,8789.77,8723.72,8778.39,4175318,13,1.95,0.43,8746.89,19.43,0.0036,-2.91,Z+1.5D,Z+0D,Z-0D,2962,43887,-36383,146032818,8358447,2372464,156763729,32,1.82,0.37,34.19,103.4,21.62,-43.662,0,0,-1.0076,-1.3931,-0.1698,-1,0,4,0,4,0,-0.0001,0.0012,0.0062,3,None,black_lower_shadows>upper_shadows,0,0,1,0,down,down,0,-0.046522198,-0.118503507,-0.196680713
20080528,8826.94,8834.52,8665.73,8665.73,4400819,12.8,1.93,0.51,8753.61,19.19,-0.0101,-5.25,Z+1.5D,Z-0D,Z-0D,-149352,59486,-55201,145920894,8418021,2321134,156660049,32.1,1.82,0.36,34.28,103.4,14.41,-50.45,-1,0,-1.618,-1.845,-0.5097,-1,0,5,0,5,0,-0.0184,0.0009,0,4,None,black_without_lower_shadows,0,0,0,0,down,down,0,-0.036943223,-0.093548957,-0.186652481
20080529,8773.81,8794.02,8675.71,8684.92,4713832,12.9,1.93,0.52,8757.19,18.87,-0.0083,-6.39,Z+1.5D,Z-0D,Z-0D,84970,-18368,-40127,145965802,8399855,2283216,156648873,32.22,1.82,0.35,34.39,103.4,10.6,-52.349,-1,0,-2.0056,-2.1173,-1.0002,-1,0,6,0,6,0,-0.0102,0.0023,0.0011,5,None,black_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,-0.071688628,-0.100532878,-0.185294741
20080530,8762.3,8765.99,8548.32,8619.08,5939358,12.8,1.92,0.74,8759.44,18.44,-0.0162,-7.61,Z+1.5D,Z-0D,Z-0D,87164,-15822,-76398,146078725,8384180,2208982,156671887,32.36,1.83,0.34,34.53,103.4,10.16,-55.672,-1,0,-2.134,-2.1236,-1.3883,-1,0,7,0,7,0,-0.0165,0.0004,0.0082,6,None,black_lower_shadows>upper_shadows,0,0,0,0,down,down,0,-0.059575964,-0.124180307,-0.159450893
20080602,8638.48,8724.47,8631.46,8724.47,3727422,12.9,1.94,0.44,8760.54,17.87,-0.0041,-8.05,Z+1.5D,Z-0D,Z-0D,150241,-11774,-631,146280196,8386937,2209221,156876354,32.46,1.81,0.34,34.61,102.63,17.82,-50.977,-1,1,-1.4517,-1.5433,-1.1781,-1,1,8,0,0,-37.53,0.0099,0.0099,0.0107,1,6B,red_lower_shadows>upper_shadows,1,1,0,0,down,down,0,-0.063579793,-0.137650768,-0.179668221
20080603,8664.66,8693.48,8558.46,8579.43,3870781,12.7,1.91,0.45,8761.34,17.2,-0.021,-9.2,Z+1.5D,Z-0D,Z-0.5D,-221369,-6995,-27678,146050831,8379984,2182603,156613418,32.32,1.81,0.34,34.47,102.63,13.94,-51.702,-1,-1,-1.5611,-1.7308,-1.5636,-1,-1,9,0,1,0,-0.0099,0.0033,0.0024,1,None,black_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,-0.04401691,-0.136541705,-0.203415612
20080604,8594.88,8635.94,8562.13,8627.8,3470510,12.9,1.92,0.39,8766.81,16.46,-0.016,-10.15,Z+1D,Z-0D,Z-0.5D,-104368,428,-5604,145829837,8380412,2178733,156388982,32.36,1.82,0.33,34.51,102.63,14.57,-48.696,-1,1,-1.407,-1.5454,-1.5744,-1,1,10,0,0,-51.7,0.0038,0.0048,0.0076,1,None,red_lower_shadows>upper_shadows,0,0,0,0,down,down,0,-0.047546304,-0.147655254,-0.222207283
20080605,8649.72,8745.9,8520.8,8738.46,4101633,13.1,1.94,0.47,8772.76,15.65,-0.0039,-10.39,Z+1D,Z-0D,Z-0.5D,-108953,0,27077,145733548,8380592,2206958,156321098,32.34,1.82,0.34,34.5,102.63,32.84,-39.456,0,0,-0.1889,-0.598,-0.7859,-1,0,11,0,0,0,0.0102,0.0111,0.0252,2,None,red_lower_shadows>upper_shadows,0,0,0,0,down,down,0,-0.079043676,-0.153844041,-0.201860511
20080606,8802.51,8809.33,8745.35,8745.35,4125281,13.1,1.95,0.47,8777.93,14.78,-0.0037,-10.59,Z+1D,Z-0D,Z-0.5D,58365,35815,5444,145753816,8417204,2213704,156384724,32.38,1.83,0.34,34.55,102.63,45.75,-26.517,0,0,0.546,-0.0171,-0.4038,-1,0,12,0,0,0,-0.0065,0.0008,0,1,2R,black_without_lower_shadows,0,0,0,0,down,down,0,-0.096383793,-0.173456751,-0.220692139
20080609,8522.37,8596.23,8514.93,8587.96,3563067,12.8,1.91,0.37,8784.21,13.9,-0.0226,-11.99,Z+1D,Z-0D,Z-0.5D,-249838,-4651,-41223,145746411,8412552,2176227,156335190,32.19,1.83,0.33,34.35,102.63,38.12,-28.788,0,-1,0.5671,-0.2505,-0.5494,-1,-1,13,0,1,0,0.0077,0.0086,0.0085,1,None,red_upper_shadows>_lower_shadows,0,1,0,0,down,down,0,-0.082845053,-0.145185818,-0.174929785
20080610,8581.99,8602.11,8370,8370,4178044,12.6,1.86,0.56,8787.69,13.06,-0.0487,-13.73,Z+1D,Z-0.5D,Z-0.5D,-536080,13295,-55998,145290682,8425873,2124905,155841460,32.08,1.82,0.32,34.22,102.63,25.41,-37.483,0,0,0.5672,-0.2507,-0.862,-1,0,14,0,2,0,-0.025,0.0023,0,1,None,black_without_lower_shadows,0,0,0,0,down,down,0,-0.075493429,-0.157485066,-0.15583632
20080611,8402.31,8423.42,8297.92,8345.59,3935571,12.6,1.86,0.5,8793.36,12.22,-0.0523,-16.61,Z+1D,Z-0.5D,Z-0.5D,-61220,-19309,-39891,145294632,8406564,2087707,155788903,32.32,1.8,0.32,34.44,102.63,20.05,-45.27,0,0,0.6374,-0.2694,-0.9287,-1,0,15,0,3,0,-0.0068,0.0025,0.0057,2,None,black_lower_shadows>upper_shadows,0,0,0,0,down,down,0,-0.058777151,-0.155452161,-0.124108661
20080612,8212.34,8216.43,8053.07,8062.31,4936285,12.1,1.79,0.61,8793.43,11.36,-0.0868,-20.88,Z+1D,Z-1.5D,Z-1D,-260689,-625,-72958,145038160,8406040,2020667,155464867,32.4,1.8,0.31,34.51,102.63,13.77,-63.444,-1,0,0.304,-0.6822,-1.1601,-1,0,16,0,4,0,-0.0184,0.0005,0.0011,3,None,black_lower_shadows>upper_shadows,0,0,0,0,down,down,0,-0.03107174,-0.122379318,-0.086108076
20080613,8119.49,8161.64,8042.89,8105.59,4267862,12.2,1.8,0.49,8792.2,10.49,-0.0813,-24.18,Z+0.5D,Z-1D,Z-1D,-160472,-34532,-37397,144893622,8372291,1986284,155252197,32.35,1.8,0.3,34.45,102.63,11.91,-70.44,-1,0,-0.4029,-0.5662,-1.1769,-1,0,17,0,5,0,-0.0017,0.0052,0.0078,4,None,black_lower_shadows>upper_shadows,0,0,0,0,down,down,0,-0.068697035,-0.106202016,-0.107576376
20080616,8191.22,8227.39,8139.84,8169.77,3595949,12.3,1.82,0.4,8789.4,9.6,-0.0731,-27.56,Z+0.5D,Z-1D,Z-1.5D,-12269,9381,-12566,144884601,8382703,1975600,155242904,32.38,1.8,0.3,34.48,102.63,13.46,-65.602,-1,1,-0.035,-0.5071,-1.257,-1,1,18,0,0,-49.09,-0.0026,0.0044,0.0037,5,None,black_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,-0.079100146,-0.123970442,-0.14141157
20080617,8182.35,8203.98,8067.96,8201.79,3647071,12.3,1.83,0.43,8784.02,8.69,-0.0686,-30.3,Z+0.5D,Z-1D,Z-1.5D,-15798,-23826,-10442,144853957,8359250,1965434,155178641,32.34,1.8,0.3,34.44,102.63,15.88,-58.594,-1,0,0.0861,-0.6692,-1.1765,-1,0,19,0,0,0,0.0024,0.0026,0.0165,1,5B,red_lower_shadows>upper_shadows,0,0,0,0,down,down,0,-0.09678497,-0.166737993,-0.137950374
20080618,8158.64,8253.85,8148.61,8217.58,3437263,12.4,1.83,0.39,8773.22,7.74,-0.0654,-32.17,Z+0.5D,Z-1D,Z-1.5D,-152868,9685,10493,144697429,8365725,1976878,155040032,32.33,1.81,0.3,34.44,102.63,18.18,-47.374,-1,0,-0.5913,-0.5032,-1.1716,-1,0,20,0,0,0,0.0072,0.0116,0.0084,2,None,red_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,-0.10510637,-0.183380022,-0.145239839
20080619,8075.26,8107.2,8044.66,8047.74,3619843,12.1,1.79,0.41,8760.77,6.73,-0.0849,-35.23,Z+0.5D,Z-1D,Z-1.5D,-470776,4986,-13121,144229868,8370792,1976676,154577336,32.23,1.82,0.3,34.35,102.63,12.41,-45.998,-1,-1,-1.3047,-0.5312,-1.7644,-1,0,21,0,0,0,-0.0034,0.0039,0.0004,1,2R,black_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,-0.081220318,-0.133357937,-0.129874971
20080620,8088.38,8088.38,7897.97,7902.44,4144924,11.9,1.76,0.47,8746.34,5.68,-0.1015,-39.38,Z+0.5D,Z-1.5D,Z-1.5D,-182409,-2516,-24918,144058990,8368279,1953078,154380347,32.28,1.82,0.3,34.4,102.63,8.48,-48.619,-1,0,-1.503,-0.9479,-2.2426,-1,-1,22,0,1,0,-0.0233,0,0.0006,2,None,black_without_upper_shadows,0,0,0,0,down,down,0,-0.085293909,-0.137567637,-0.117062578
20080623,7767.59,7916.92,7749.62,7876.49,3607370,11.8,1.75,0.4,8734.18,4.61,-0.1034,-43.04,Z+0D,Z-1.5D,Z-1.5D,-5141,-28256,-10463,144001493,8340218,1943237,154284948,32.4,1.82,0.3,34.52,102.63,11.93,-52.151,-1,1,-0.7561,-1.3314,-1.9483,-1,0,23,0,2,0,0.0139,0.019,0.0162,1,2B,red_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,-0.067971901,-0.10040259,-0.134970018
20080624,7888.75,7928.41,7738.12,7738.12,3879205,11.6,1.72,0.47,8719.43,3.51,-0.1194,-46.07,Z+0D,Z-1.5D,Z-1.5D,-142167,-72947,-24762,143914405,8268448,1919172,154102025,32.48,1.81,0.3,34.59,102.63,7.95,-54.436,-1,-1,-0.9251,-2.0081,-2.3935,-1,0,24,0,3,0,-0.0193,0.005,0,1,None,black_without_lower_shadows,0,0,0,0,down,down,0,-0.088686916,-0.086903537,-0.091996506
20080625,7751.12,7855.06,7679.08,7855.06,4200953,11.8,1.75,0.55,8707.47,2.41,-0.103,-47.58,Z+0D,Z-1.5D,Z-1.5D,175843,-64466,7768,144034847,8210820,1928952,154174619,32.47,1.8,0.3,34.57,102.63,15.51,-49.658,-1,1,0.119,-1.5444,-1.7715,-1,1,25,0,0,-51.74,0.0133,0.0133,0.0227,1,None,red_lower_shadows>upper_shadows,1,0,0,0,down,down,0,-0.102712137,-0.069411309,-0.105725481
20080626,7872.56,7904.9,7801.52,7811.8,3853114,11.7,1.74,0.48,8697.33,1.35,-0.1074,-47.9,Z+0D,Z-1.5D,Z-1.5D,-118262,21113,8445,143914493,8231932,1937909,154084334,32.36,1.8,0.3,34.46,102.63,18.04,-40.843,-1,0,0.4152,-1.4738,-1.5855,-1,0,26,0,0,0,-0.0077,0.0041,0.0013,1,None,black_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,-0.094235644,-0.056801249,-0.077160194
20080627,7489.97,7586.5,7466.2,7548.76,4512143,11.3,1.68,0.64,8679.73,0.29,-0.1396,-49.05,Z+0D,Z-1.5D,Z-1.5D,-165395,-32452,-71710,143749143,8199775,1867026,153815944,32.41,1.79,0.28,34.48,102.63,15.52,-50.058,-1,-1,0.1424,-1.7104,-1.6999,-1,-1,27,0,1,0,0.0078,0.0128,0.011,1,None,red_upper_shadows>_lower_shadows,0,0,0,1,down,down,0,-0.040271515,-0.041747254,-0.029559822
20080630,7602.51,7604.42,7479.21,7523.54,3951930,11.3,1.8,0.47,8661.85,-0.73,-0.1409,-48.94,Z-0D,Z-1.5D,Z-1.5D,-5430,19455,-17492,143684461,8219671,1850618,153754750,32.6,1.78,0.28,34.66,102.63,12.77,-51.465,-1,0,-0.218,-1.7849,-1.8765,-1,0,28,0,2,0,-0.0104,0.0003,0.0059,1,None,black_lower_shadows>upper_shadows,0,0,0,0,down,down,0,-0.048724404,-0.067663626,-0.030536157
20080701,7528.54,7569.18,7407.98,7407.98,3679776,11.1,1.77,0.46,8639.82,-1.77,-0.1538,-50.36,Z-0D,Z-1.5D,Z-1.5D,170216,-29910,19430,143854862,8192380,1870630,153917872,32.7,1.78,0.29,34.77,101.52,8.51,-52.862,-1,0,-0.7591,-2.0546,-2.2243,-1,0,29,0,3,0,-0.0161,0.0054,0,2,None,black_without_lower_shadows,0,0,0,0,down,down,0,-0.077448913,-0.045576527,-0.015610193
20080702,7386.28,7485.28,7351.74,7353.86,4284811,11.1,1.76,0.56,8617.83,-2.83,-0.1586,-51.75,Z-0D,Z-1.5D,Z-1.5D,-297736,-562,24862,143497941,8191961,1896133,153586035,32.39,1.81,0.3,34.5,101.52,5.77,-52.635,-1,0,-0.7658,-2.3333,-2.4717,-1,1,30,0,0,-51.46,-0.0044,0.0133,0.0003,3,None,black_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,-0.08746699,-0.044847196,-0.003778968
20080703,7190.75,7439.47,7115.07,7394.1,4992646,11.1,1.77,0.64,8596.6,-3.89,-0.1507,-52.2,Z-0D,Z-1.5D,Z-1.5D,-451651,-37554,-5817,143047747,8154990,1899086,153101823,31.99,1.83,0.3,34.12,101.52,15.28,-50.542,-1,1,0.5888,-0.9541,-1.3631,-1,0,31,0,0,0,0.0279,0.034,0.0385,1,3B,red_lower_shadows>upper_shadows,0,0,0,0,down,down,0,-0.056746595,-0.052955735,-0.02672401
20080704,7405.34,7416.25,7226.84,7228.41,4162893,10.9,1.73,0.53,8569.92,-5.01,-0.1702,-54.19,Z-0D,Z-1.5D,Z-1.5D,-289003,12341,-11282,142758509,8167681,1888803,152814993,32.08,1.83,0.3,34.21,101.52,14.83,-47.926,-1,-1,0.2176,-0.5805,-1.1437,-1,0,32,0,0,0,-0.0242,0.0015,0.0002,1,None,black_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,-0.057148114,-0.034731013,-0.031496553
20080707,7207.92,7343.63,7179.24,7341.11,3458912,11,1.75,0.39,8543.78,-6.19,-0.1517,-55.61,Z-0.5D,Z-1.5D,Z-1.5D,59856,-33724,-10604,142806945,8133957,1878702,152819604,32.03,1.82,0.29,34.14,101.52,19.43,-39.458,-1,1,0.8936,-0.1068,-0.9244,-1,0,33,0,0,0,0.0183,0.0187,0.0223,1,None,red_lower_shadows>upper_shadows,0,0,0,0,down,down,0,-0.034795828,-0.071884225,-0.049380816
20080708,7274.94,7274.94,7016.21,7051.85,4445478,10.6,1.69,0.59,8513.1,-7.44,-0.1883,-57.81,Z-0.5D,Z-1.5D,Z-1.5D,-582394,-29324,-16541,142225472,8104660,1863048,152193180,32.03,1.83,0.29,34.15,101.52,14.29,-42.28,-1,-1,-0.0819,-0.0084,-0.8263,-1,-1,34,0,1,0,-0.0311,0,0.0051,1,None,black_without_upper_shadows,0,0,0,0,down,down,0,0.001956933,-0.003631671,-0.001552784
20080709,7153.68,7225.6,7042.46,7048.25,4652053,10.6,1.68,0.65,8481.82,-8.74,-0.1851,-60.04,Z-0.5D,Z-1.5D,Z-1.5D,-109091,-46642,2541,142116186,8058687,1865911,152040784,32.02,1.84,0.3,34.16,101.52,11.34,-39.491,-1,0,-0.4643,0.0675,-0.8393,-1,1,35,0,0,-42.28,-0.0148,0.01,0.0008,2,None,black_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,0.037112758,-0.00335828,-0.018411662
20080710,7028.63,7141.02,6976.6,7075.65,3978445,10.6,1.69,0.53,8448.65,-10.12,-0.1773,-61.24,Z-0.5D,Z-1.5D,Z-1.5D,37391,-54554,1034,142154099,8008315,1869067,152031481,31.96,1.84,0.3,34.1,101.52,12.82,-34.284,-1,1,-0.1911,0.2325,-0.7537,-1,0,36,0,0,0,0.0067,0.0159,0.0141,1,2B,red_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,0.041329065,0.018851978,-0.023179496
20080711,7095.76,7258.31,7044.48,7244.76,4547825,11,1.73,0.59,8417.89,-11.53,-0.1501,-61.08,Z-1D,Z-1.5D,Z-1.5D,-111159,27396,24139,142046971,8036518,1895747,151979236,32.04,1.86,0.3,34.2,101.52,23.63,-17.88,0,0,0.6154,0.2822,0.1189,-1,0,37,0,0,0,0.0208,0.0226,0.028,2,None,red_lower_shadows>upper_shadows,0,0,0,0,down,down,0,-0.001537663,0.01116117,-0.029544112
20080714,7214.21,7270.49,7140.47,7156.96,3776663,11.3,1.71,0.52,8385.93,-13,-0.1585,-60.16,Z-1D,Z-1.5D,Z-1.5D,-124052,-9400,2731,141796451,8040799,1900599,151737849,31.88,1.87,0.31,34.06,101.52,27.57,-4.703,0,0,1.1755,0.682,0.2099,-1,0,38,0,0,0,-0.008,0.0078,0.0023,1,2R,black_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,-0.019909291,0.01911985,-0.026877333
20080715,7022.98,7036.42,6832.3,6834.24,4333821,10.8,1.63,0.62,8348.45,-14.53,-0.2001,-61.62,Z-1D,Z-1.5D,Z-1.5D,-149850,-116830,-15152,141651378,7931066,1886721,151469165,31.51,1.86,0.3,33.67,101.52,18.49,-12.102,-1,-1,1.1646,0.2383,-0.5171,-1,-1,39,0,1,0,-0.0272,0.0019,0.0003,2,None,black_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,0.034548099,0.067030131,0.036102039
20080716,6846.02,6867.73,6708.46,6710.64,4353872,10.7,1.61,0.59,8309.67,-16.09,-0.2137,-62.77,Z-1D,Z-1.5D,Z-1.5D,1375,-78692,-28386,141654527,7855037,1860190,151369754,31.31,1.85,0.29,33.45,101.52,12.43,-21.645,-1,0,-0.2064,-0.9715,-0.8834,-1,0,40,0,2,0,-0.02,0.0032,0.0003,3,None,black_upper_shadows>_lower_shadows,0,0,0,0,down,down_end,down_end,0.046704934,0.091709584,0.048092283
20080717,6892.35,6976.96,6859.97,6974.51,4583115,11.1,1.67,0.6,8275.77,-17.63,-0.1711,-60.6,Z-1.5D,Z-1.5D,Z-1.5D,-73395,-72304,6617,141581373,7784679,1867318,151233370,31.5,1.85,0.3,33.65,101.52,22.25,-10.79,0,1,0.4057,-0.7208,0.0526,-1,1,41,0,0,-16.87,0.0118,0.0122,0.0166,1,3B,red_lower_shadows>upper_shadows,0,0,0,0,hold,hold_start,hold_start,0.00401892,0.031828759,0.010265954
20080718,7075.5,7075.5,6782.2,6815.32,5057857,10.9,1.63,0.68,8239.52,-19.14,-0.1898,-58.62,Z-1.5D,Z-1.5D,Z-1.5D,-122183,-70229,4438,141459456,7727823,1873837,151061116,31.72,1.86,0.3,33.88,101.52,21.12,-5.023,0,-1,0.0834,-0.5905,-0.0354,-1,0,42,0,0,0,-0.0375,0,0.0049,1,None,black_without_upper_shadows,0,0,0,0,hold,hold,0,0.023775846,0.027206353,-0.000327204
20080721,6991.71,7097.65,6991.71,7085.67,4161851,11.3,1.7,0.54,8208.48,-20.57,-0.1471,-55.12,Z-1.5D,Z-1.5D,Z-1.5D,187622,-70189,44302,141650009,7659472,1919085,151228566,31.8,1.85,0.31,33.96,101.52,36.45,14.334,0,1,0.9364,0.3608,-0.2145,1,0,1,-41,1,0,0.0133,0.015,0.0133,1,None,red_upper_shadows>_lower_shadows,0,1,0,0,hold,hold,0,-0.038425442,-0.01511078,-0.054454977
20080722,7029.84,7098.68,6998.13,7065.65,3750699,11.3,1.69,0.49,8174.92,-21.94,-0.1458,-52.59,Z-1.5D,Z-1.5D,Z-1.5D,-60942,-16901,50091,141589002,7646981,1970224,151206207,31.59,1.86,0.32,33.77,101.52,45.48,28.321,0,0,1.3889,0.819,-0.264,1,0,2,0,2,0,0.0051,0.0097,0.0096,2,None,red_upper_shadows>_lower_shadows,0,0,0,0,hold,hold,0,-0.005577689,-0.003502862,-0.068036203
20080723,7194.22,7330.83,7177.73,7309.83,5017728,11.7,1.75,0.72,8148.55,-23.16,-0.1086,-48.08,Z-1.5D,Z-1.5D,Z-1.5D,103207,-581,68578,141722640,7656544,2041081,151420265,31.31,1.87,0.34,33.52,101.52,62.53,53.023,0,0,1.5846,1.5132,-0.1503,1,0,3,0,3,0,0.0159,0.0188,0.0182,3,None,red_upper_shadows>_lower_shadows,0,0,0,0,hold,hold,0,-0.039022795,-0.053537497,-0.122738833
20080724,7357.15,7368.08,7294.13,7368.08,5019156,11.8,1.76,0.65,8122.69,-24.27,-0.0975,-44.68,Z-1.5D,Z-1.5D,Z-1.5D,-4947,29840,6104,141685421,7697787,2050569,151433777,31.28,1.87,0.34,33.49,101.52,75.02,72.975,0,0,1.1552,1.8404,-0.0487,1,0,4,0,4,0,0.0015,0.0015,0.0101,4,None,red_lower_shadows>upper_shadows,1,0,0,0,hold,hold,0,-0.021584999,-0.061948296,-0.143972378
20080725,7213.32,7234.12,7170.36,7233.62,3627273,11.6,1.73,0.47,8093.85,-25.27,-0.1124,-41.53,Z-1.5D,Z-1.5D,Z-1.5D,-268646,-16240,8395,141415433,7689022,2059818,151164273,31.15,1.87,0.34,33.36,101.52,76.55,76.026,0,0,1.0212,1.7382,-0.1145,1,0,5,0,5,0,0.0028,0.0029,0.0088,5,None,red_lower_shadows>upper_shadows,0,0,0,0,hold,hold,0,0.01271839,-0.02804958,-0.07948026
20080729,7052.58,7052.58,6958.89,7014.47,4086575,11.3,1.68,0.49,8063.48,-26.17,-0.1394,-38.98,Z-1.5D,Z-1.5D,Z-1.5D,-464659,-20015,-4504,141001850,7679630,2057718,150739198,30.92,1.86,0.34,33.12,101.52,66.5,63.29,0,-1,1.28,1.4321,-0.1348,1,-1,6,0,0,48.94,-0.0054,0,0.008,1,5R,black_without_upper_shadows,0,0,0,0,hold,hold,0,0.039821968,-0.007109589,-0.084069074
20080730,7147.26,7151.33,7049.58,7070.35,3492262,11.6,1.69,0.48,8033.69,-26.98,-0.1277,-35.32,Z-1.5D,Z-1.5D,Z-1.5D,-52793,321,-4432,140948468,7685716,2056092,150690276,31.02,1.86,0.34,33.22,101.52,60.73,59.25,0,0,1.5863,1.2061,-0.0894,1,0,7,0,0,0,-0.0108,0.0006,0.0029,2,None,black_lower_shadows>upper_shadows,0,0,0,0,hold,hold,0,0.031397314,0.001502047,-0.086606745
20080731,7135.04,7172.48,6965.08,7024.06,3711609,11.6,1.68,0.51,8001.99,-27.74,-0.1303,-31.36,Z-1.5D,Z-1.5D,Z-1.5D,-37172,7949,8522,140911752,7700279,2066883,150678914,30.99,1.85,0.34,33.18,101.52,54.25,53.444,0,0,0.8913,1.4751,-0.0924,1,0,8,0,0,0,-0.0157,0.0052,0.0084,3,None,black_lower_shadows>upper_shadows,0,0,0,0,hold,hold,0,0.042996501,0.001325444,-0.109923605
20080801,6920.75,7008,6903.85,7002.54,3324841,11.7,1.68,0.4,7970.92,-28.44,-0.1295,-28.17,Z-1.5D,Z-1.5D,Z-1.5D,-14062,-18728,-6769,140899799,7682871,2060336,150643006,31.09,1.85,0.33,33.27,99.93,43.25,44.914,0,0,0.7168,1.6293,0.0864,1,0,9,0,0,0,0.0117,0.0125,0.0142,1,3B,red_lower_shadows>upper_shadows,0,0,0,0,hold,hold,0,0.027698521,0.006222028,-0.098801292
